f_18, P_18, P_fit, P_estimated, P_input, P_noise,
1.925701168234919791e+01 1.050158287996583352e-04 1.134486853791225172e-04 1.268153434830210133e-46 4.460110201275554641e-46 1.134486853791225172e-04
1.930690031365062254e+01 1.094510257106812574e-04 1.134396045764537016e-04 7.368844323456104947e-47 2.609744229899679084e-46 1.134396045764537016e-04
1.935678894495204361e+01 1.141133197316904744e-04 1.134311535953312156e-04 4.275795654959278123e-47 1.524923683502139447e-46 1.134311535953312156e-04
1.940667757625346823e+01 1.186519100958122424e-04 1.134233326734333851e-04 2.477561721118995239e-47 8.898075364350822171e-47 1.134233326734333851e-04
1.945656620755488930e+01 1.226942882465145896e-04 1.134161420305677265e-04 1.433580233088651220e-47 5.184917577395036741e-47 1.134161420305677265e-04
1.950645483885631037e+01 1.259076549097595062e-04 1.134095818686999083e-04 8.283416648437608990e-48 3.017070378830537122e-47 1.134095818686999083e-04
1.955634347015773500e+01 1.280688672846498123e-04 1.134036523719804363e-04 4.779549785914201956e-48 1.753181309189340380e-47 1.134036523719804363e-04
1.960623210145915962e+01 1.291157918377321427e-04 1.133983537067686142e-04 2.753939871562263849e-48 1.017339787394591648e-47 1.133983537067686142e-04
1.965612073276058069e+01 1.291571043772395957e-04 1.133936860216547835e-04 1.584571712278401482e-48 5.895260960997958852e-48 1.133936860216547835e-04
1.970600936406200532e+01 1.284368933914021996e-04 1.133896494474794322e-04 9.104567588711159904e-49 3.411440853257506102e-48 1.133896494474794322e-04
1.975589799536342639e+01 1.272714476946804627e-04 1.133862440973509628e-04 5.223922565317304380e-49 1.971380536383636803e-48 1.133862440973509628e-04
1.980578662666484746e+01 1.259837125214974816e-04 1.133834700666602741e-04 2.993119924657730632e-49 1.137629616402217137e-48 1.133834700666602741e-04
1.985567525796627208e+01 1.248538514030297214e-04 1.133813274330932436e-04 1.712543004207074623e-49 6.555851715846877364e-49 1.133813274330932436e-04
1.990556388926769316e+01 1.240911755616954726e-04 1.133798162566414610e-04 9.784729743525752470e-50 3.772725095486113050e-49 1.133798162566414610e-04
